feature_idx,feature_type,bert_score,finbert_score,score_change,score_change_pct,bert_financial,finbert_financial,financial_change,financial_change_pct,bert_general,finbert_general,bert_specialization,finbert_specialization,specialization_change
149,General,0.5899292826652527,0.5287901163101196,-0.06113916635513306,-10.363812774119511,0.529433,0.4888927,-0.040540308,-7.657306641340256,0.89241064,0.7282771,-0.36297762,-0.40351793,-0.040540308
33,General,0.20850925147533417,0.15769561777512234,-0.05081363370021183,-24.36996600422926,0.21472749,0.17270352,-0.04202397,-19.570839405059814,0.17741801,0.1152828,0.037309483,-0.004714489,-0.04202397
153,BERT Financial,0.6483660936355591,0.6251717209815979,-0.02319437265396118,-3.5773574345790107,0.70570487,0.6568788,-0.04882604,-6.918761879205704,0.36167216,0.4666365,0.3440327,0.29520667,-0.04882604
107,General,0.10098352283239365,0.03976525366306305,-0.0612182691693306,-60.622037588188505,0.10309467,0.054110847,-0.04898382,-47.513437271118164,0.090427764,0.027685177,0.012666903,-0.036316916,-0.04898382
187,General,0.6277656555175781,0.538110613822937,-0.08965504169464111,-14.281609850211163,0.607378,0.5548855,-0.0524925,-8.642476052045822,0.7297044,0.45423627,-0.122326374,-0.17481887,-0.0524925
161,General,0.19292469322681427,0.12910755972067517,-0.0638171335061391,-33.078779309557696,0.22015692,0.16750652,-0.052650407,-23.914945125579834,0.056763493,0.09204181,0.16339344,0.11074302,-0.052650414
89,General,0.2892340421676636,0.2153015434741974,-0.07393249869346619,-25.561478911465375,0.275512,0.21540655,-0.060105458,-21.815912425518036,0.35784426,0.21477652,-0.08233225,-0.14243771,-0.060105458
172,General,0.508277177810669,0.4497826397418976,-0.05849453806877136,-11.508393573901586,0.52065605,0.45789906,-0.062756985,-12.053444236516953,0.44638276,0.40920037,0.07427329,0.011516303,-0.062756985
2,General,0.47329726815223694,0.48061326146125793,0.007315993309020996,1.5457501661868442,0.47846082,0.41136733,-0.06709349,-14.022776484489441,0.4474795,0.8268428,0.030981332,-0.03611216,-0.06709349
94,BERT Financial,0.6985129117965698,0.600072689851125,-0.09844022194544477,-14.092827817922116,0.7460599,0.67773867,-0.06832123,-9.157606214284897,0.4607784,0.33589593,0.2852815,0.21696028,-0.06832123
104,BERT Financial,0.5230753421783447,0.46269819140434265,-0.060377150774002075,-11.542725474797134,0.57297873,0.5033095,-0.06966925,-12.159132957458496,0.27355868,0.25964156,0.29942006,0.22975081,-0.06966925
99,General,0.5620535612106323,0.449961394071579,-0.11209216713905334,-19.9433247780893,0.44608235,0.3760967,-0.06998566,-15.688954293727875,1.1419094,0.81928504,-0.695827,-0.76581264,-0.06998563
55,General,0.7396475672721863,0.6665856838226318,-0.07306188344955444,-9.877931961434825,0.61160135,0.5415285,-0.07007283,-11.457271873950958,1.3798788,1.2918713,-0.7682774,-0.83835024,-0.07007283
80,General,0.08058878779411316,0.002186352573335171,-0.07840243522077799,-97.28702635542697,0.08375811,0.013118115,-0.07063999,-84.33809280395508,0.06474218,0.0,0.01901593,-0.051624063,-0.07064
140,General,0.5275258421897888,0.4490842819213867,-0.0784415602684021,-14.869709499498047,0.5385983,0.45992225,-0.078676045,-14.60755467414856,0.4721636,0.39489454,0.06643471,-0.012241334,-0.078676045
148,General,0.2751385023196538,0.21539559960365295,-0.059742902716000856,-21.71375587651924,0.31158042,0.23190027,-0.079680145,-25.572898983955383,0.14985411,0.13287224,0.16172631,0.082046166,-0.079680145
69,General,1.818034291267395,1.800147533416748,-0.017886757850646973,-0.9838515113033257,1.8620236,1.7786316,-0.083392024,-4.4785697013139725,1.5980877,1.9077269,0.26393592,0.1805439,-0.083392024
147,General,0.5786122679710388,0.5109961628913879,-0.06761610507965088,-11.685909342495181,0.58979297,0.5063318,-0.083461165,-14.15092647075653,0.522709,0.53431773,0.067083955,-0.01637721,-0.083461165
105,General,0.29066750407218933,0.16474154243866604,-0.1259259616335233,-43.323027125264296,0.2986559,0.20642158,-0.09223431,-30.88313937187195,0.2507254,0.25717372,0.04793051,-0.044303805,-0.09223431
79,General,0.27763333916664124,0.19768483936786652,-0.07994849979877472,-28.79643346823992,0.23867674,0.14591983,-0.09275691,-38.862988352775574,0.47241646,0.4565099,-0.23373972,-0.32649663,-0.09275691
101,BERT Financial,0.7857683300971985,0.7352814078330994,-0.05048692226409912,-6.425166341058051,0.85278624,0.7597212,-0.09306502,-10.913053900003433,0.45067826,0.6130825,0.40210798,0.30904296,-0.09306502
47,General,0.19287225604057312,0.05557787915070851,-0.13729437688986462,-71.1840985885409,0.17080814,0.07764865,-0.09315949,-54.540425539016724,0.3031928,0.111957684,-0.13238466,-0.22554415,-0.0931595
76,General,0.2845276892185211,0.20343667268753052,-0.0810910165309906,-28.50021969872732,0.30630073,0.21084072,-0.09546001,-31.165453791618347,0.1756626,0.16641644,0.13063812,0.03517811,-0.09546001
118,General,0.37415928343931837,0.31751537322998047,-0.0566439102093379,-15.138982972348053,0.39512855,0.29635406,-0.09877449,-24.99806582927704,0.34672529,0.42332202,0.048403263,-0.05037123,-0.09877449
166,General,0.29180440306663513,0.24083803594112396,-0.05096636712551117,-17.465934917326358,0.33397537,0.23092242,-0.10305296,-30.856454372406006,0.08094951,0.29041606,0.25302586,0.14997292,-0.103052944
19,BERT Financial,0.512501060962677,0.40878560741742453,-0.10371545354525247,-20.237119773066297,0.56055677,0.44784373,-0.11271304,-20.107336342334747,0.27222267,0.2980714,0.2883341,0.17562106,-0.11271304
1,General,0.20332922041416168,0.08672613650560379,-0.11660308390855789,-57.34693895498584,0.19596039,0.079830706,-0.11612968,-59.26181674003601,0.24017337,0.12120326,-0.044212982,-0.16034266,-0.11612968
145,General,0.7794525623321533,0.6733793616294861,-0.10607320070266724,-13.608679453858228,0.75585586,0.63921046,-0.116645396,-15.432228147983551,0.8974363,0.84422386,-0.14158046,-0.25822586,-0.116645396
